pid;Bedroom;FullBath;HalfBath;Exter Cond;Exter Qual;Heating QC;Kitchen Qual;MS Zoning;pid_1;Roof Style;Roof Matl;Exterior 1st;Exterior 2nd;Mas Vnr Type;Mas Vnr Area;foundation;heating;Central Air;electrical;1st Flr SF;2nd Flr SF;Low Qual Fin SF;Kitchen AbvGr;TotRms AbvGrd;functional;fireplaces;Fireplace Qu;Paved Drive;Wood Deck SF;Open Porch SF;Enclosed Porch;3Ssn Porch;Screen Porch;fence;MS SubClass;Gr Liv Area;description;code;id;description_1;code_1;pid_1_1;Sale Date;Sale Type;Sale Condition;saleprice
528275070;4;2;1;3;2;1;2;6;528275070;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;980;1276;0;1;8;Typ ;1;TA;Y;224;54;0;0;0;NA   ;60;2256;;;6;Residential Low Density      ;RL     ;528275070;2009/04/28 00:00:00.000000000;WD   ;Normal ;236000
528275080;3;2;1;3;3;1;3;6;528275080;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;1008;881;0;1;9;Typ ;1;TA;Y;0;0;0;0;0;NA   ;60;1889;;;6;Residential Low Density      ;RL     ;528275080;2006/04/25 00:00:00.000000000;WD   ;Normal ;215000
528275110;4;2;1;3;2;1;2;6;528275110;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;864;1131;0;1;8;Typ ;1;Gd;Y;264;48;0;0;0;NA   ;60;1995;;;6;Residential Low Density      ;RL     ;528275110;2007/07/26 00:00:00.000000000;WD   ;Normal ;219500
528275160;4;2;1;3;2;1;2;6;528275160;Gable  ;CompShg;VinylSd;VinylSd;;;PConc ;GasA ;Y;SBrkr;878;1126;0;1;8;Typ ;1;Gd;Y;0;48;0;0;0;NA   ;60;2004;;;6;Residential Low Density      ;RL     ;528275160;2009/07/25 00:00:00.000000000;WD   ;Normal ;257500
528280100;4;2;1;3;2;2;2;6;528280100;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;956;930;0;1;10;Typ ;1;TA;Y;89;0;0;0;0;NA   ;60;1886;;;6;Residential Low Density      ;RL     ;528280100;2006/07/19 00:00:00.000000000;WD   ;Normal ;199900
528280110;3;2;1;3;3;1;3;6;528280110;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;953;694;0;1;7;Typ ;1;TA;Y;0;40;0;0;0;NA   ;60;1647;;;6;Residential Low Density      ;RL     ;528280110;2007/08/22 00:00:00.000000000;WD   ;Normal ;175000
528280130;3;2;1;3;3;1;3;6;528280130;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;318;PConc ;GasA ;Y;SBrkr;962;830;0;1;8;Typ ;1;TA;Y;0;0;0;0;0;NA   ;60;1792;;;6;Residential Low Density      ;RL     ;528280130;2008/05/23 00:00:00.000000000;WD   ;Normal ;186500
528280150;3;2;1;3;3;1;3;6;528280150;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;774;656;0;1;8;Typ ;1;TA;Y;100;0;0;0;0;NA   ;80;1430;;;6;Residential Low Density      ;RL     ;528280150;2007/12/16 00:00:00.000000000;WD   ;Normal ;170000
528280180;3;2;1;3;2;1;3;6;528280180;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;647;PConc ;GasA ;Y;SBrkr;1008;884;0;1;8;Typ ;1;TA;Y;108;0;0;0;0;NA   ;60;1892;;;6;Residential Low Density      ;RL     ;528280180;2008/07/17 00:00:00.000000000;WD   ;Normal ;226750
528280230;3;2;1;3;2;1;2;6;528280230;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;40;PConc ;GasA ;Y;SBrkr;1022;1032;0;1;7;Typ ;1;TA;Y;24;48;0;0;0;NA   ;60;2054;;;6;Residential Low Density      ;RL     ;528280230;2009/07/15 00:00:00.000000000;WD   ;Normal ;244000
528290010;3;2;1;3;2;1;2;6;528290010;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;788;702;0;1;8;Typ ;1;Gd;Y;100;75;0;0;0;NA   ;60;1490;;;6;Residential Low Density      ;RL     ;528290010;2008/02/13 00:00:00.000000000;WD   ;Normal ;184000
528290030;3;2;1;3;2;1;2;6;528290030;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;744;630;0;1;7;Typ ;0;NA;Y;0;0;0;0;0;NA   ;80;1374;;;6;Residential Low Density      ;RL     ;528290030;2009/05/19 00:00:00.000000000;WD   ;Normal ;167000
528290060;3;2;1;3;2;1;2;6;528290060;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;660;660;0;1;6;Typ ;0;NA;Y;0;48;0;0;0;NA   ;60;1320;;;6;Residential Low Density      ;RL     ;528290060;2007/08/18 00:00:00.000000000;WD   ;Normal ;162000
528290090;3;2;1;3;2;1;2;6;528290090;Gable  ;CompShg;VinylSd;VinylSd;;;PConc ;GasA ;Y;SBrkr;707;707;0;1;6;Typ ;1;Gd;Y;100;35;0;0;0;NA   ;60;1414;;;6;Residential Low Density      ;RL     ;528290090;2008/04/23 00:00:00.000000000;WD   ;Normal ;176000
528290120;3;2;1;3;3;1;3;6;528290120;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;16;PConc ;GasA ;Y;SBrkr;1007;793;0;1;7;Typ ;1;TA;Y;100;63;0;0;0;NA   ;60;1800;;;6;Residential Low Density      ;RL     ;528290120;2009/06/10 00:00:00.000000000;WD   ;Normal ;179000
528290140;3;2;1;3;3;1;3;6;528290140;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;959;712;0;1;7;Typ ;1;TA;Y;0;38;0;0;0;NA   ;60;1671;;;6;Residential Low Density      ;RL     ;528290140;2006/02/17 00:00:00.000000000;WD   ;Normal ;173000
528290170;3;2;1;3;3;1;3;6;528290170;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;940;750;0;1;7;Typ ;1;TA;Y;0;50;0;0;0;NA   ;60;1690;;;6;Residential Low Density      ;RL     ;528290170;2007/06/20 00:00:00.000000000;WD   ;Normal ;187000
528290180;3;2;1;3;3;1;3;6;528290180;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;819;695;0;1;7;Typ ;1;TA;Y;0;72;0;0;0;NA   ;60;1514;;;6;Residential Low Density      ;RL     ;528290180;2009/06/10 00:00:00.000000000;WD   ;Normal ;190000
528290190;3;2;1;3;3;1;3;6;528290190;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;774;656;0;1;7;Typ ;1;TA;Y;0;0;0;0;0;NA   ;80;1430;;;6;Residential Low Density      ;RL     ;528290190;2009/03/28 00:00:00.000000000;WD   ;Normal ;156000
528292020;3;2;1;3;2;1;2;6;528292020;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;180;PConc ;GasA ;Y;SBrkr;884;1151;0;1;8;Typ ;1;Gd;Y;144;48;0;0;0;NA   ;60;2035;;;6;Residential Low Density      ;RL     ;528292020;2010/05/24 00:00:00.000000000;WD   ;Normal ;222500
528292030;4;2;1;3;2;1;2;6;528292030;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;210;PConc ;GasA ;Y;SBrkr;1223;1089;0;1;8;Typ ;1;TA;Y;298;0;0;0;0;NA   ;60;2312;;;6;Residential Low Density      ;RL     ;528292030;2009/05/26 00:00:00.000000000;WD   ;Normal ;245000
528292040;3;2;1;3;3;1;3;6;528292040;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;892;783;0;1;7;Typ ;1;TA;Y;0;103;0;0;0;NA   ;60;1675;;;6;Residential Low Density      ;RL     ;528292040;2009/06/16 00:00:00.000000000;WD   ;Normal ;181000
528292060;4;2;1;3;2;1;3;6;528292060;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;1037;1285;0;1;8;Typ ;1;TA;Y;144;44;0;0;0;NA   ;60;2322;;;6;Residential Low Density      ;RL     ;528292060;2008/05/11 00:00:00.000000000;WD   ;Normal ;225000
528292070;3;2;1;3;2;1;2;6;528292070;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;298;PConc ;GasA ;Y;SBrkr;1022;1038;0;1;8;Typ ;1;TA;Y;0;0;0;168;0;GdPrv;60;2060;;;6;Residential Low Density      ;RL     ;528292070;2009/06/27 00:00:00.000000000;WD   ;Normal ;214000
528292080;4;3;1;3;2;2;2;6;528292080;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;1082;1240;0;1;8;Typ ;0;NA;Y;400;45;0;0;0;NA   ;60;2322;;;6;Residential Low Density      ;RL     ;528292080;2006/08/22 00:00:00.000000000;New  ;Partial;287602
528294010;3;2;1;3;3;1;3;6;528294010;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;961;683;0;1;7;Typ ;1;TA;Y;460;42;0;0;0;NA   ;60;1644;;;6;Residential Low Density      ;RL     ;528294010;2007/05/25 00:00:00.000000000;WD   ;Normal ;185000
528294050;3;2;1;3;3;1;3;6;528294050;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;774;656;0;1;7;Typ ;1;TA;Y;0;0;0;0;0;NA   ;80;1430;;;6;Residential Low Density      ;RL     ;528294050;2009/06/21 00:00:00.000000000;WD   ;Normal ;168000
528294060;3;2;1;3;3;1;3;6;528294060;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;873;778;0;1;7;Typ ;1;TA;Y;0;103;0;0;0;NA   ;60;1651;;;6;Residential Low Density      ;RL     ;528294060;2008/05/13 00:00:00.000000000;WD   ;Normal ;185900
528294070;4;2;1;3;2;1;2;6;528294070;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;302;PConc ;GasA ;Y;SBrkr;1005;1286;0;1;8;Typ ;1;TA;Y;192;0;0;0;0;NA   ;60;2291;;;6;Residential Low Density      ;RL     ;528294070;2006/02/24 00:00:00.000000000;WD   ;Normal ;230000
528315030;3;2;1;3;2;1;2;6;528315030;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;423;PConc ;GasA ;Y;SBrkr;1407;985;0;1;7;Typ ;1;TA;Y;0;70;0;0;0;NA   ;60;2392;;;6;Residential Low Density      ;RL     ;528315030;2006/06/19 00:00:00.000000000;WD   ;Normal ;348000
528315060;3;2;1;3;2;1;2;6;528315060;Hip    ;CompShg;HdBoard;HdBoard;BrkFace;1290;PConc ;GasA ;Y;SBrkr;1182;1017;0;1;9;Typ ;1;TA;Y;0;131;0;0;0;NA   ;75;2199;;;6;Residential Low Density      ;RL     ;528315060;2008/09/19 00:00:00.000000000;WD   ;Normal ;284500
528315070;3;2;1;3;2;1;2;6;528315070;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;242;PConc ;GasA ;Y;SBrkr;1079;897;0;1;7;Typ ;1;Ex;Y;210;31;0;0;0;NA   ;60;1976;;;6;Residential Low Density      ;RL     ;528315070;2006/02/10 00:00:00.000000000;WD   ;Normal ;286000
528315080;3;2;1;3;2;1;2;6;528315080;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;322;PConc ;GasA ;Y;SBrkr;1205;1029;0;1;7;Typ ;1;TA;Y;0;50;0;0;0;NA   ;60;2234;;;6;Residential Low Density      ;RL     ;528315080;2006/06/11 00:00:00.000000000;WD   ;Normal ;300000
528315090;3;2;1;3;2;1;2;6;528315090;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;673;PConc ;GasA ;Y;SBrkr;1268;1097;0;1;8;Typ ;1;Gd;Y;0;128;0;0;180;NA   ;60;2365;;;6;Residential Low Density      ;RL     ;528315090;2009/07/13 00:00:00.000000000;WD   ;Normal ;337000
528315110;4;2;1;3;2;2;2;6;528315110;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;473;PConc ;GasA ;Y;SBrkr;1470;1160;0;1;8;Typ ;1;TA;Y;0;66;0;0;0;NA   ;60;2630;;;6;Residential Low Density      ;RL     ;528315110;2008/06/18 00:00:00.000000000;WD   ;Normal ;315000
528320050;4;3;1;3;2;1;1;6;528320050;Hip    ;CompShg;Wd Sdng;ImStucc;None   ;0;PConc ;GasA ;Y;SBrkr;2411;2065;0;1;10;Typ ;2;TA;Y;171;78;0;0;0;MnPrv;60;4476;;;6;Residential Low Density      ;RL     ;528320050;2007/07/24 00:00:00.000000000;WD   ;Abnorml;745000
528320060;4;3;1;2;2;1;2;6;528320060;Hip    ;CompShg;HdBoard;HdBoard;BrkFace;1378;PConc ;GasA ;Y;SBrkr;1831;1796;0;1;10;Typ ;1;TA;Y;361;76;0;0;0;NA   ;60;3627;;;6;Residential Low Density      ;RL     ;528320060;2006/07/14 00:00:00.000000000;WD   ;Normal ;625000
528321010;4;2;1;3;2;1;1;6;528321010;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;506;PConc ;GasA ;Y;SBrkr;1490;1304;0;1;9;Typ ;1;TA;Y;0;146;202;0;0;NA   ;60;2794;;;6;Residential Low Density      ;RL     ;528321010;2009/07/23 00:00:00.000000000;WD   ;Normal ;403000
528322020;4;2;1;3;2;1;2;6;528322020;Hip    ;CompShg;VinylSd;VinylSd;BrkFace;515;PConc ;GasA ;Y;SBrkr;1779;772;0;1;8;Typ ;2;TA;Y;76;61;0;0;0;NA   ;60;2551;;;6;Residential Low Density      ;RL     ;528322020;2007/06/19 00:00:00.000000000;WD   ;Normal ;384500
528326030;4;2;1;3;2;1;2;6;528326030;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;350;PConc ;GasA ;Y;SBrkr;1145;1053;0;1;9;Typ ;1;TA;Y;192;84;0;0;0;NA   ;60;2198;;;6;Residential Low Density      ;RL     ;528326030;2008/12/23 00:00:00.000000000;WD   ;Normal ;250000
528326060;4;2;1;3;2;1;2;6;528326060;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;72;PConc ;GasA ;Y;SBrkr;997;1288;0;1;8;Typ ;1;TA;Y;0;56;0;0;0;NA   ;60;2285;;;6;Residential Low Density      ;RL     ;528326060;2007/06/14 00:00:00.000000000;WD   ;Normal ;248000
528326110;4;2;1;3;2;1;1;6;528326110;Hip    ;CompShg;VinylSd;VinylSd;BrkFace;295;PConc ;GasA ;Y;SBrkr;1533;639;0;1;8;Typ ;1;TA;Y;162;153;0;0;0;NA   ;60;2172;;;6;Residential Low Density      ;RL     ;528326110;2008/06/25 00:00:00.000000000;WD   ;Normal ;291000
528327010;4;2;1;3;2;1;1;6;528327010;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;877;PConc ;GasA ;Y;SBrkr;1540;1315;0;1;9;Typ ;1;TA;Y;247;55;0;0;0;NA   ;60;2855;;;6;Residential Low Density      ;RL     ;528327010;2006/03/17 00:00:00.000000000;WD   ;Normal ;405000
528327060;2;2;1;3;1;1;1;6;528327060;Hip    ;CompShg;VinylSd;VinylSd;BrkFace;705;PConc ;GasA ;Y;SBrkr;2633;0;0;1;8;Typ ;2;Gd;Y;314;140;0;0;0;NA   ;20;2633;;;6;Residential Low Density      ;RL     ;528327060;2007/03/17 00:00:00.000000000;WD   ;Normal ;466500
528327070;4;2;1;3;2;1;2;6;528327070;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;150;PConc ;GasA ;Y;SBrkr;1466;1221;0;1;10;Typ ;2;TA;Y;252;30;0;0;0;NA   ;60;2687;;;6;Residential Low Density      ;RL     ;528327070;2009/09/11 00:00:00.000000000;WD   ;Normal ;327000
528328100;4;2;1;3;2;1;2;6;528328100;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;165;PConc ;GasA ;Y;SBrkr;1422;1177;0;1;10;Typ ;1;TA;Y;668;30;0;0;0;NA   ;60;2599;;;6;Residential Low Density      ;RL     ;528328100;2010/05/28 00:00:00.000000000;WD   ;Normal ;333168
528340030;4;2;1;3;2;1;2;6;528340030;Gable  ;CompShg;MetalSd;MetalSd;BrkFace;422;PConc ;GasA ;Y;SBrkr;1671;1407;0;1;9;Typ ;1;TA;Y;108;87;0;0;0;NA   ;60;3078;;;6;Residential Low Density      ;RL     ;528340030;2007/07/27 00:00:00.000000000;WD   ;Normal ;410000
528344020;4;2;1;3;2;1;2;6;528344020;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;1411;1171;0;1;9;Typ ;1;TA;Y;286;60;0;0;0;NA   ;60;2582;;;6;Residential Low Density      ;RL     ;528344020;2007/01/20 00:00:00.000000000;WD   ;Normal ;322500
528344040;3;2;1;3;2;1;2;6;528344040;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;731;PConc ;GasA ;Y;SBrkr;1310;1140;0;1;7;Typ ;1;TA;Y;0;126;0;0;0;NA   ;60;2450;;;6;Residential Low Density      ;RL     ;528344040;2009/05/15 00:00:00.000000000;WD   ;Normal ;340000
528344060;3;2;1;3;2;1;2;6;528344060;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;530;PConc ;GasA ;Y;SBrkr;1086;838;0;1;7;Typ ;1;TA;Y;208;75;0;0;374;NA   ;60;1924;;;6;Residential Low Density      ;RL     ;528344060;2006/06/14 00:00:00.000000000;WD   ;Normal ;280000
528344070;4;2;1;3;2;1;2;6;528344070;Hip    ;CompShg;VinylSd;VinylSd;BrkFace;114;PConc ;GasA ;Y;SBrkr;1645;830;0;1;7;Typ ;1;TA;Y;23;172;0;0;256;NA   ;60;2475;;;6;Residential Low Density      ;RL     ;528344070;2010/01/12 00:00:00.000000000;WD   ;Normal ;355000
528344100;4;2;1;3;2;1;2;6;528344100;Hip    ;CompShg;VinylSd;VinylSd;BrkFace;975;PConc ;GasA ;Y;SBrkr;1276;1336;0;1;8;Typ ;1;TA;Y;250;0;0;0;0;NA   ;60;2612;;;6;Residential Low Density      ;RL     ;528344100;2009/07/23 00:00:00.000000000;WD   ;Normal ;336000
528346050;2;2;0;3;2;1;2;6;528346050;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;495;PConc ;GasA ;Y;SBrkr;2006;0;0;1;5;Typ ;1;TA;Y;144;33;0;0;0;NA   ;20;2006;;;6;Residential Low Density      ;RL     ;528346050;2008/07/18 00:00:00.000000000;WD   ;Normal ;350000
528348010;4;2;1;3;2;2;2;6;528348010;Hip    ;CompShg;VinylSd;VinylSd;BrkFace;650;PConc ;GasA ;Y;SBrkr;1165;1098;0;1;10;Typ ;1;TA;Y;144;123;0;0;0;NA   ;60;2263;;;6;Residential Low Density      ;RL     ;528348010;2006/07/24 00:00:00.000000000;WD   ;Abnorml;258000
528348030;4;2;1;3;2;1;2;6;528348030;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;275;PConc ;GasA ;Y;SBrkr;1108;1277;0;1;8;Typ ;1;TA;Y;120;38;0;0;0;NA   ;60;2385;;;6;Residential Low Density      ;RL     ;528348030;2007/05/10 00:00:00.000000000;WD   ;Normal ;252000
528351010;4;3;1;3;1;1;1;6;528351010;Gable  ;WdShngl;HdBoard;HdBoard;BrkFace;1170;PConc ;GasA ;Y;SBrkr;2444;1872;0;1;10;Typ ;2;Ex;Y;382;50;0;0;0;NA   ;60;4316;;;6;Residential Low Density      ;RL     ;528351010;2007/01/22 00:00:00.000000000;WD   ;Normal ;755000
528354050;3;2;1;3;2;1;2;6;528354050;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;921;PConc ;GasA ;Y;SBrkr;1277;1067;0;1;7;Typ ;1;TA;Y;220;0;0;0;0;NA   ;60;2344;;;6;Residential Low Density      ;RL     ;528354050;2009/07/11 00:00:00.000000000;WD   ;Normal ;265000
528354060;3;2;1;3;2;1;3;6;528354060;Gable  ;CompShg;MetalSd;MetalSd;None   ;0;PConc ;GasA ;Y;SBrkr;1127;886;0;1;8;Typ ;1;TA;Y;180;130;0;0;0;NA   ;60;2013;;;6;Residential Low Density      ;RL     ;528354060;2007/06/27 00:00:00.000000000;WD   ;Normal ;269790
528354100;4;2;1;3;2;1;2;6;528354100;Gable  ;CompShg;VinylSd;VinylSd;None   ;0;PConc ;GasA ;Y;SBrkr;1064;1061;0;1;12;Typ ;2;TA;Y;168;0;0;0;0;NA   ;60;2125;;;6;Residential Low Density      ;RL     ;528354100;2008/06/14 00:00:00.000000000;WD   ;Normal ;279500
528354110;3;2;1;3;2;1;2;6;528354110;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;594;PConc ;GasA ;Y;SBrkr;1383;1015;0;1;8;Typ ;1;TA;Y;239;60;0;0;0;NA   ;60;2398;;;6;Residential Low Density      ;RL     ;528354110;2007/08/26 00:00:00.000000000;WD   ;Normal ;315750
528358010;3;2;0;3;2;1;2;6;528358010;Hip    ;CompShg;VinylSd;VinylSd;BrkFace;338;PConc ;GasA ;Y;SBrkr;1720;0;0;1;7;Typ ;1;TA;Y;240;56;154;0;0;NA   ;20;1720;;;6;Residential Low Density      ;RL     ;528358010;2010/03/13 00:00:00.000000000;WD   ;Normal ;260400
528358030;4;2;1;3;2;1;2;6;528358030;Hip    ;CompShg;VinylSd;VinylSd;BrkFace;397;PConc ;GasA ;Y;SBrkr;1358;1368;0;1;9;Typ ;1;Ex;Y;307;169;168;0;0;NA   ;60;2726;;;6;Residential Low Density      ;RL     ;528358030;2006/06/21 00:00:00.000000000;WD   ;Normal ;350000
528358040;4;2;1;3;2;1;2;6;528358040;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;290;PConc ;GasA ;Y;SBrkr;1214;1306;0;1;9;Typ ;1;TA;Y;224;114;0;0;0;NA   ;60;2520;;;6;Residential Low Density      ;RL     ;528358040;2007/06/23 00:00:00.000000000;WD   ;Abnorml;290000
528360050;4;3;1;2;2;1;1;6;528360050;Hip    ;CompShg;MetalSd;MetalSd;BrkFace;738;PConc ;GasA ;Y;SBrkr;1933;1567;0;1;11;Typ ;1;TA;Y;870;86;0;0;210;NA   ;60;3500;;;6;Residential Low Density      ;RL     ;528360050;2006/05/22 00:00:00.000000000;WD   ;Normal ;584500
528363020;4;2;1;3;2;1;2;6;528363020;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;466;PConc ;GasA ;Y;SBrkr;1251;1250;0;1;9;Typ ;1;TA;Y;192;87;0;0;0;NA   ;60;2501;;;6;Residential Low Density      ;RL     ;528363020;2008/06/27 00:00:00.000000000;WD   ;Normal ;290000
528363050;3;2;0;3;2;1;2;6;528363050;Hip    ;CompShg;Wd Sdng;Wd Sdng;BrkFace;634;PConc ;GasA ;Y;SBrkr;2063;0;0;1;7;Typ ;2;Gd;Y;182;56;0;0;0;NA   ;20;2063;;;6;Residential Low Density      ;RL     ;528363050;2009/06/23 00:00:00.000000000;WD   ;Normal ;315000
528363070;4;2;1;3;2;1;2;6;528363070;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;501;PConc ;GasA ;Y;SBrkr;1305;1189;0;1;9;Typ ;1;TA;Y;200;95;0;0;0;GdPrv;60;2494;;;6;Residential Low Density      ;RL     ;528363070;2006/06/12 00:00:00.000000000;WD   ;Normal ;321000
528363110;2;2;1;2;2;1;2;6;528363110;Hip    ;CompShg;MetalSd;MetalSd;BrkFace;660;PConc ;GasA ;Y;SBrkr;2113;0;0;1;7;Typ ;1;TA;Y;236;46;0;0;0;NA   ;20;2113;;;6;Residential Low Density      ;RL     ;528363110;2008/08/21 00:00:00.000000000;WD   ;Normal ;350000
528363130;3;2;1;3;2;1;2;6;528363130;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;362;PConc ;GasA ;Y;SBrkr;1500;1122;0;1;9;Typ ;2;TA;Y;186;32;0;0;0;NA   ;60;2622;;;6;Residential Low Density      ;RL     ;528363130;2010/04/27 00:00:00.000000000;WD   ;Normal ;325000
528364110;4;2;1;3;2;1;2;6;528364110;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;513;PConc ;GasA ;Y;SBrkr;1328;1203;0;1;9;Typ ;1;TA;Y;222;98;0;0;0;NA   ;60;2531;;;6;Residential Low Density      ;RL     ;528364110;2007/11/13 00:00:00.000000000;WD   ;Normal ;290000
528365060;3;2;1;3;2;1;2;6;528365060;Hip    ;CompShg;Wd Sdng;ImStucc;BrkFace;651;PConc ;GasA ;Y;SBrkr;1325;1093;0;1;9;Typ ;1;TA;Y;250;154;216;0;0;NA   ;60;2418;;;6;Residential Low Density      ;RL     ;528365060;2008/08/21 00:00:00.000000000;WD   ;Normal ;341000
528365070;4;2;1;3;2;1;2;6;528365070;Gable  ;CompShg;HdBoard;HdBoard;BrkFace;256;PConc ;GasA ;Y;SBrkr;1372;1274;0;1;9;Typ ;1;TA;Y;340;60;144;0;0;NA   ;60;2646;;;6;Residential Low Density      ;RL     ;528365070;2009/04/14 00:00:00.000000000;WD   ;Normal ;260000
528365080;4;2;1;3;2;1;2;6;528365080;Hip    ;WdShake;VinylSd;VinylSd;BrkFace;320;PConc ;GasA ;Y;SBrkr;1108;1089;0;1;9;Typ ;1;Gd;Y;385;99;0;0;0;NA   ;60;2197;;;6;Residential Low Density      ;RL     ;528365080;2008/07/20 00:00:00.000000000;WD   ;Normal ;287500
528365090;4;2;1;3;2;1;2;6;528365090;Hip    ;CompShg;VinylSd;VinylSd;BrkFace;391;PConc ;GasA ;Y;SBrkr;1203;1323;0;1;8;Typ ;1;TA;Y;309;78;0;0;0;NA   ;60;2526;;;6;Residential Low Density      ;RL     ;528365090;2006/12/11 00:00:00.000000000;WD   ;Normal ;290000
528366040;3;2;1;3;2;1;2;6;528366040;Gable  ;CompShg;HdBoard;ImStucc;BrkFace;420;PConc ;GasA ;Y;SBrkr;1565;1234;0;1;8;Typ ;1;TA;Y;432;136;0;0;0;NA   ;60;2799;;;6;Residential Low Density      ;RL     ;528366040;2006/10/18 00:00:00.000000000;WD   ;Normal ;315000
528366050;4;3;0;3;2;1;2;6;528366050;Hip    ;CompShg;BrkFace;BrkFace;None   ;0;PConc ;GasA ;Y;SBrkr;3228;0;0;1;10;Typ ;1;Gd;Y;264;75;291;0;0;NA   ;20;3228;;;6;Residential Low Density      ;RL     ;528366050;2007/05/21 00:00:00.000000000;WD   ;Normal ;430000
528366070;4;2;1;3;2;1;2;6;528366070;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;309;PConc ;GasA ;Y;SBrkr;1105;1097;0;1;9;Typ ;1;TA;Y;0;65;0;0;144;NA   ;60;2202;;;6;Residential Low Density      ;RL     ;528366070;2007/09/21 00:00:00.000000000;WD   ;Normal ;263000
528376010;4;2;1;2;2;1;2;6;528376010;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;526;PConc ;GasA ;Y;SBrkr;1335;1203;0;1;8;Typ ;1;TA;Y;198;92;0;0;0;NA   ;60;2538;;;6;Residential Low Density      ;RL     ;528376010;2007/05/11 00:00:00.000000000;WD   ;Normal ;330000
528382020;4;2;1;3;2;1;2;6;528382020;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;348;PConc ;GasA ;Y;SBrkr;1164;1106;0;1;9;Typ ;1;Gd;Y;132;57;0;0;0;NA   ;60;2270;;;6;Residential Low Density      ;RL     ;528382020;2010/04/12 00:00:00.000000000;WD   ;Normal ;290000
528382030;4;2;1;3;2;2;3;6;528382030;Gable  ;CompShg;VinylSd;VinylSd;BrkFace;30;PConc ;GasA ;Y;SBrkr;1195;644;0;1;7;Typ ;0;NA;Y;0;81;0;0;0;NA   ;60;1839;;;6;Residential Low Density      ;RL     ;528382030;2010/06/18 00:00:00.000000000;WD   ;Normal ;221000
